sourceText,text,level,part,translation,exampleJa,exampleEn,status,issues,notes
frustrate,frustrate,1,2,いら立たせる,,Long delays frustrate commuters.,ready,,matched_existing_exact
subsidize,subsidize,1,2,補助金を出す,,The government subsidized the bus service in rural areas.,ready,,curated_batch22
alternate,alternate,1,2,交互の / 交代する,,The team met on alternate Fridays.,ready,,curated_batch22
dedicate,dedicate,1,2,(目的のために)ささげる,,She dedicated the book to her parents.,ready,,matched_existing_exact
endeavor,endeavor,1,2,努力 / 努める,,The project was a joint endeavor by several groups.,ready,,curated_batch22
intrigue,intrigue,1,2,興味をそそる / 陰謀,,The unusual design intrigued many visitors.,ready,,curated_batch22
soar,soar,1,2,急上昇する / 高く舞い上がる,,Prices began to soar after the shortage.,ready,,curated_batch22
tease,tease,1,2,からかう,,Friends sometimes tease each other for fun.,ready,,curated_batch22
confer,confer,1,2,(称号や権利を)授ける,,The two leaders conferred in private.,ready,,matched_existing_exact
forbid,forbid,1,2,(規則で)禁じる,,School rules forbid smoking.,ready,,matched_existing_exact
oblige,oblige,1,2,義務づける / 恩義を感じさせる,,The rules oblige all visitors to sign in.,ready,,curated_batch22
discontent,discontent,1,2,不満,,There was growing discontent among the workers.,ready,,curated_batch22
disposal,disposal,1,2,処分 / 利用自由,,Safe disposal of waste is essential.,ready,,curated_batch22
exile,exile,1,2,追放 / 亡命,,The writer spent many years in exile.,ready,,curated_batch22
foe,foe,1,2,敵,,The hero finally faced his old foe.,ready,,curated_batch22
itinerary,itinerary,1,2,旅程,,The guide handed out a detailed itinerary.,ready,,curated_batch22
persecution,persecution,1,2,迫害,,Many people fled the region to escape persecution.,ready,,curated_batch22
publication,publication,1,2,出版 / 出版物,,The article will appear in a major publication.,ready,,curated_batch22
riddle,riddle,1,2,なぞなぞ / 謎,,The old book begins with a strange riddle.,ready,,curated_batch23
sanitation,sanitation,1,2,衛生設備 / 衛生状態,,Poor sanitation can lead to serious disease.,ready,,curated_batch23
component,component,1,2,構成要素,,Trust is a key component of teamwork.,ready,,matched_existing_exact
quota,quota,1,2,割り当て / ノルマ,,Each team was given a sales quota.,ready,,curated_batch23
cuisine,cuisine,1,2,料理,,The restaurant is known for its local cuisine.,ready,,curated_batch23
detour,detour,1,2,回り道 / 迂回する,,We took a detour because the road was closed.,ready,,curated_batch23
inmate,inmate,1,2,収容者,,The program teaches job skills to inmates.,ready,,curated_batch23
fatigue,fatigue,1,2,疲労,,Long hours of work caused severe fatigue.,ready,,curated_batch23
uproar,uproar,1,2,騒動,,The announcement caused an uproar online.,ready,,curated_batch23
coincidence,coincidence,1,2,偶然の一致,,It was a coincidence that we met there.,ready,,curated_batch23
correspondence,correspondence,1,2,通信 / 一致,,Their correspondence continued for many years.,ready,,curated_batch23
ballot,ballot,1,2,投票用紙 / 投票,,Voters placed their ballot in the box.,ready,,curated_batch23
competence,competence,1,2,能力,,Her competence as a manager was clear.,ready,,curated_batch23
enterprise,enterprise,1,2,企業 / 進取の気性,,She started a small enterprise.,ready,,matched_existing_exact
famine,famine,1,2,飢饉,,The region faced famine after years of drought.,ready,,curated_batch23
leftover,leftover,1,2,残り物,,We used the leftovers for lunch.,ready,,curated_batch23
apprehension,apprehension,1,2,不安 / 逮捕,,She felt apprehension before the interview.,ready,,curated_batch23
dweller,dweller,1,2,居住者,,City dwellers often seek quiet on weekends.,ready,,curated_batch23
geometry,geometry,1,2,幾何学,,Geometry was her favorite subject in school.,ready,,curated_batch23
standby,standby,1,2,待機 / 予備の,,The staff remained on standby overnight.,ready,,curated_batch23
lenient,lenient,1,2,寛大な,,The teacher was lenient with late homework.,ready,,curated_batch23
stubborn,stubborn,1,2,頑固な,,He is too stubborn to change his mind easily.,ready,,curated_batch23
clumsy,clumsy,1,2,不器用な / ぎこちない,,His clumsy apology made things worse.,ready,,curated_batch23
perilous,perilous,1,2,危険な,,The climbers faced a perilous path.,ready,,curated_batch23
adverse,adverse,1,2,不利な / 逆の,,The plan was delayed by adverse weather.,ready,,curated_batch23
persistent,persistent,1,2,粘り強い / 持続する,,A persistent cough kept him awake.,ready,,curated_batch23
outrageous,outrageous,1,2,とんでもない / 法外な,,The store charged an outrageous price.,ready,,curated_batch23
skeptical,skeptical,1,2,懐疑的な,,Many residents were skeptical about the promise.,ready,,curated_batch23
legitimate,legitimate,1,2,(法や道理にかなった)正当な,,The complaint raised legitimate concerns.,ready,,matched_existing_exact
corrupt,corrupt,1,2,腐敗した,,The report exposed corrupt practices in the office.,ready,,curated_batch23
experimental,experimental,1,2,実験的な,,The lab is testing an experimental treatment.,ready,,curated_batch23
improper,improper,1,2,不適切な,,The manager was warned about improper conduct.,ready,,curated_batch23
spontaneous,spontaneous,1,2,自発的な,,The audience gave a spontaneous round of applause.,ready,,curated_batch23
unconditional,unconditional,1,2,無条件の,,The offer came with unconditional support.,ready,,curated_batch23
counterfeit,counterfeit,1,2,偽造の / 偽造品,,The police seized counterfeit bills.,ready,,curated_batch23
inaccurate,inaccurate,1,2,不正確な,,The article contained inaccurate figures.,ready,,curated_batch23
inadequate,inadequate,1,2,不十分な,,The shelter was inadequate for the number of people.,ready,,curated_batch23
inappropriate,inappropriate,1,2,不適切な,,That comment was inappropriate for the meeting.,ready,,curated_batch23
retreat,retreat,1,2,退却する / 退却,,The army was forced to retreat.,ready,,curated_batch23
revolt,revolt,1,2,反乱 / 反抗する,,The harsh policy led to a revolt.,ready,,curated_batch23
deflect,deflect,1,2,そらす / はね返す,,He tried to deflect criticism with a joke.,ready,,curated_batch23
demote,demote,1,2,降格させる,,The company chose not to demote the employee.,ready,,curated_batch23
despise,despise,1,2,軽蔑する,,He came to despise dishonesty in any form.,ready,,curated_batch23
grasp,grasp,1,2,つかむ / 理解する,,It took me a while to grasp the main idea.,ready,,curated_batch24
summon,summon,1,2,呼び出す / 呼び寄せる,,The manager summoned everyone to the meeting room.,ready,,curated_batch24
expel,expel,1,2,追放する / 除名する,,The school decided to expel the student for repeated misconduct.,ready,,curated_batch24
redeem,redeem,1,2,償う / 引き換える,,Customers can redeem the coupon online.,ready,,curated_batch24
comprise,comprise,1,2,成る / 含む,,The committee comprises five members.,ready,,curated_batch24
prevail,prevail,1,2,広まる / 打ち勝つ,,A calm atmosphere prevailed throughout the event.,ready,,curated_batch24
eject,eject,1,2,追い出す / 射出する,,Security officers ejected the man from the stadium.,ready,,curated_batch24
falsify,falsify,1,2,改ざんする / 偽る,,It is illegal to falsify official records.,ready,,curated_batch24
obstruct,obstruct,1,2,妨げる / ふさぐ,,A fallen tree obstructed the road.,ready,,curated_batch24
depict,depict,1,2,描写する,,The painting depicts life in the countryside.,ready,,curated_batch24
tremble,tremble,1,2,震える,,Her hands began to tremble from the cold.,ready,,curated_batch24
confess,confess,1,2,告白する / 自白する,,He finally confessed that he had made the mistake.,ready,,curated_batch24
ache,ache,1,2,痛む / 痛み,,My shoulders ached after the long drive.,ready,,curated_batch24
assert,assert,1,2,主張する,,She asserted that the data were accurate.,ready,,curated_batch24
impose,impose,1,2,(規則や負担を)課す,,The city imposed a water restriction.,ready,,matched_existing_exact
interpret,interpret,1,2,(意味を)解釈する,,People often interpret silence differently.,ready,,matched_existing_exact
devote,devote,1,2,(時間や労力を)ささげる,,She devotes most of her time to research.,ready,,matched_existing_exact
deteriorate,deteriorate,1,2,(状態が)悪化する,,The patient's condition deteriorated overnight.,ready,,matched_existing_exact
contemplate,contemplate,1,2,熟考する / じっと見つめる,,They are contemplating a move to another city.,ready,,curated_batch24
delegate,delegate,1,2,委任する / 代表者,,A good leader knows how to delegate tasks.,ready,,curated_batch24
propel,propel,1,2,推進する / 駆り立てる,,Strong winds propelled the boat forward.,ready,,curated_batch24
recede,recede,1,2,後退する / 薄れる,,The floodwaters began to recede by morning.,ready,,curated_batch24
scrape,scrape,1,2,こする / こすり取る,,He scraped the mud off his shoes.,ready,,curated_batch24
smash,smash,1,2,粉々に壊す / 激突する,,The ball smashed a window.,ready,,curated_batch24
scold,scold,1,2,しかる,,She scolded him for being careless.,ready,,curated_batch24
amuse,amuse,1,2,楽しませる,,The magician amused the children.,ready,,curated_batch24
overhaul,overhaul,1,2,徹底的に見直す / 分解修理する,,The company plans to overhaul its website.,ready,,curated_batch24
herd,herd,1,2,群れ / 追い立てる,,A herd of deer crossed the field at dawn.,ready,,curated_batch24
bait,bait,1,2,えさ / おびき寄せるもの,,The fisherman put fresh bait on the hook.,ready,,curated_batch24
petition,petition,1,2,請願書 / 請願する,,Residents signed a petition against the plan.,ready,,curated_batch24
ransom,ransom,1,2,身代金,,The kidnappers demanded a ransom.,ready,,curated_batch24
fragrance,fragrance,1,2,香り,,The fragrance of fresh flowers filled the room.,ready,,curated_batch24
insight,insight,1,2,洞察 / 見識,,The book offers useful insight.,ready,,matched_existing_exact
conquest,conquest,1,2,征服,,The museum exhibits tools from the age of conquest.,ready,,curated_batch24
sincerity,sincerity,1,2,誠実さ,,Her sincerity won the trust of the team.,ready,,curated_batch24
tariff,tariff,1,2,関税,,The new tariff raised import costs.,ready,,curated_batch24
sanction,sanction,1,2,制裁 / 認可,,The country faced economic sanctions.,ready,,curated_batch24
outcast,outcast,1,2,のけ者,,He felt like an outcast at the new school.,ready,,curated_batch24
destruction,destruction,1,2,破壊,,The earthquake caused widespread destruction.,ready,,curated_batch24
peasant,peasant,1,2,農民,,The book describes the lives of medieval peasants.,ready,,curated_batch24
faculty,faculty,1,2,学部 / 能力 / 教員団,,She joined the science faculty last year.,ready,,curated_batch24
tactics,tactics,1,2,戦術,,The coach changed the team's tactics at halftime.,ready,,curated_batch24
